hq,ssoid,srvid,phone,BillAmount,instance
Alwar,64,1220,8091143397,936.2179965747171,1
Alwar,437,1907,7253515411,1362.7202044932083,1
Alwar,64,1907,9764376319,663.4187755565098,1
Alwar,670,1907,9360912765,1690.6535245678433,1
Alwar,608,1219,8017820394,1517.5220145614114,1
Alwar,676,1907,8089520872,1412.591203581166,1
Alwar,657,1216,9170278920,1067.9547784240924,1
Alwar,273,1222,8481942573,924.6092342751467,1
Alwar,670,1214,9559863925,807.0802643094573,1
Alwar,586,1907,7147693446,1808.8631557341691,1
Alwar,583,1216,8867242970,663.0955238841957,1
Alwar,728,1907,9170278920,171.44140655050558,1
Alwar,902,1907,9764151838,1457.2612758502423,1
Alwar,259,1222,7357500369,1223.168330388177,1
Alwar,564,1220,8324191144,1332.164577232869,1
Alwar,578,1907,9439256681,23.145791049728928,1
Alwar,64,1220,7725749796,918.0504531127318,1
Alwar,328,1220,7802218039,167.76721390529508,1
Alwar,64,1222,8307399435,1232.9568028672345,1
Alwar,991,1220,7140452800,934.35994296628,1
Alwar,323,1216,9945459174,533.7567175934281,1
Alwar,180,1222,8601241303,795.5237989234796,1
Alwar,977,1220,7614252746,1247.3557276362412,1
Alwar,325,1216,9651347189,1405.021331365887,1
Alwar,137,1222,9148148027,1467.27867033475,1
Alwar,902,1907,8858614635,1739.8558533678197,1
Alwar,115,1220,7018982924,1813.4145436548417,1
Alwar,273,1219,7623001696,333.239045941146,1
Alwar,7,1907,9358405253,1490.4729579104517,1
Alwar,259,1222,8396879302,1268.8670719192278,1
Alwar,80,1220,9391444350,723.7068208667837,1
Alwar,546,1216,7839889926,936.5809235028753,1
Alwar,181,1214,7801586469,1115.8363604080516,1
Alwar,599,1907,7603764086,523.8517546729627,1
Alwar,794,1219,9597245340,1183.3782861556658,1
Alwar,319,1220,9168137176,1909.9582636921366,1
Alwar,213,1222,8719335616,1174.495429739392,1
Alwar,402,1219,9409573403,1172.5416424206815,1
Alwar,399,1214,7265644775,1123.0261743085134,1
Alwar,271,1216,9789238657,733.5242282037992,1
Alwar,93,1220,8140692195,1225.2917949184125,1
Alwar,637,1220,7839889926,823.0971510445253,1
Alwar,791,1219,7535784467,673.1762221645282,1
Alwar,599,1219,8185061830,1766.9348615718488,1
Alwar,115,1220,8508941741,1255.0653797420155,1
Alwar,999,1220,9112637812,1368.5135375715083,1
Alwar,12,1216,9112363437,867.1130677675499,1
Alwar,801,1214,9025085705,728.6210785703814,1
Alwar,599,1214,9563009134,606.8101677802849,1
Alwar,491,1214,8382428773,937.9346361707841,1
Alwar,752,1219,8789589453,3.6772474710665666,1
Alwar,546,1216,8828128955,1646.2895509292018,1
Alwar,327,1220,7220110448,900.0411119468996,1
Alwar,801,1214,7154907404,1301.9754231483298,1
Alwar,601,1907,9847671636,27.489942650317257,1
Alwar,369,1219,7680871252,85.41204187117702,1
Alwar,983,1214,9152268157,153.7379920248344,1
Alwar,18,1220,9323791738,423.245248287767,1
Alwar,18,1220,8797263907,12.944124089341477,1
Alwar,657,1214,9142248807,730.3477160842298,1
Alwar,524,1220,9954869720,1119.9090670945689,1
Alwar,983,1219,7872212267,1631.535926946372,1
Alwar,637,1216,7603764086,859.4498609752106,1
Alwar,891,1219,8312466453,711.3604451766765,1
Alwar,564,1907,8291346893,89.38385212612697,1
Alwar,12,1907,9099027570,416.94013721213906,1
Alwar,115,1222,8021422438,1272.9369911259064,1
Alwar,789,1219,8312466453,906.7551847159056,1
Alwar,670,1220,8242509411,592.7455559095456,1
Alwar,281,1214,7181590866,159.18970581516112,1
Alwar,731,1222,7163615806,304.92943809081754,1
Alwar,10,1219,9246207809,522.8475015065666,1
Alwar,999,1220,9497302030,1154.8378387339133,1
Alwar,880,1219,7062883867,297.62509008939105,1
Alwar,402,1907,7858876372,607.356955201214,1
Alwar,830,1222,9945459174,1534.4803782739118,1
Alwar,101,1907,9550031347,464.5744041815291,1
Alwar,599,1214,9897464828,1665.0615053205418,1
Alwar,441,1219,9152268157,1444.0508798743585,1
Alwar,991,1220,8063974698,1255.7844492239842,1
Alwar,794,1216,9594328133,841.837220943579,1
Alwar,605,1219,8838195632,1532.6409232635538,1
Alwar,991,1214,9022480462,1786.2334540145719,1
Alwar,173,1222,9764151838,1723.7097195192637,1
Alwar,22,1216,8157152098,210.00895095757346,1
Alwar,578,1220,9517967777,1866.907675898285,1
Alwar,433,1222,7817541095,1298.8809649185064,1
Alwar,847,1219,8269272150,571.6195155846328,1
Alwar,584,1222,9798109085,149.5157489436517,1
Alwar,271,1214,8245561480,1896.7140506010967,1
Alwar,444,1214,7847571288,1698.612351380869,1
Alwar,752,1219,9936682778,1205.030948925448,1
Alwar,983,1214,7802218039,1677.1048097822934,1
Alwar,90,1216,7713263327,127.10863716107907,1
Alwar,433,1907,9945459174,1492.374553759867,1
Alwar,586,1907,7021755011,404.53823769022,1
Alwar,676,1216,7927835532,1760.7449048222115,1
Alwar,830,1220,9439256681,1635.4480117877342,1
Alwar,101,1216,7265644775,677.287927992795,1
Alwar,187,1907,8598425368,1078.1384455536202,1
Alwar,137,1219,9311624349,1632.6638554432473,1
Alwar,789,1222,8603026947,1558.7188934321825,1
Alwar,524,1216,9170278920,246.13080377464587,1
Alwar,399,1907,8708019265,1349.56537436749,1
Alwar,789,1220,8536800369,124.76030640751529,1
Alwar,995,1222,9102888875,723.1407840635632,1
Alwar,399,1216,8024886221,1367.0484078424336,1
Alwar,752,1214,9997308005,189.74086503821715,1
Alwar,507,1214,9207250127,1533.6802913558263,1
Alwar,605,1216,7755508968,1206.3419739500375,1
Alwar,849,1222,8140692195,845.4864341362008,1
Alwar,433,1216,7133297097,41.37386371322661,1
Alwar,433,1214,9843000559,467.14850917869427,1
Alwar,10,1222,8457534376,1831.4360023854572,1
Alwar,437,1222,9618428947,1056.996027614639,1
Alwar,187,1220,7603764086,181.7310801408642,1
Alwar,791,1220,7950732790,1483.5840378528364,1
Alwar,173,1222,7894601573,324.7201520582306,1
Alwar,101,1222,8199541180,64.51604027121044,1
Alwar,319,1907,7098511985,625.9695396404882,1
Alwar,507,1214,7929231310,841.5855203634471,1
Alwar,399,1216,8797263907,1473.1982534090014,1
Alwar,791,1220,9185083072,1544.1391478766934,1
Alwar,137,1219,7826471099,1336.9719037998163,1
Alwar,999,1907,9114558875,60.0537177014894,1
Alwar,503,1219,9594328133,234.62514092548616,1
Alwar,275,1220,8682118611,782.0150268508448,1
Alwar,635,1214,8307399435,1303.1666067673743,1
Alwar,605,1222,9025085705,1435.5292135348252,1
Alwar,524,1220,8777516275,802.3890163716515,1
Alwar,583,1907,8603026947,1897.926623125443,1
Alwar,117,1214,7678893222,499.25841226269483,1
Alwar,820,1219,9397394943,1416.7284674469067,1
Alwar,53,1219,8765856603,1857.798189645637,1
Alwar,12,1219,8152126303,1160.6098342798332,1
Alwar,7,1220,8750950718,1426.5348107669793,1
Alwar,93,1222,8833160242,245.77667750565857,1
Alwar,791,1222,8603615746,278.3015141187717,1
Alwar,791,1219,9076531001,785.9619246232796,1
Alwar,888,1907,8834137235,1235.4557543178855,1
Alwar,676,1907,9798109085,216.00860436592728,1
Alwar,441,1219,9789823681,1302.8145833685965,1
Alwar,999,1214,9798109085,1498.6562292566969,1
Alwar,399,1214,8429853594,1602.4451656129697,1
Alwar,676,1222,9356886130,510.6895042649219,1
Alwar,880,1220,8379051902,737.0923954450899,1
Alwar,872,1220,8752461656,1254.7584700539317,1
Alwar,271,1220,9989236625,1412.6734800966437,1
Alwar,369,1222,8007452128,1434.516460989067,1
Alwar,202,1214,7875338174,681.9173078408405,1
Alwar,794,1219,9616002011,1726.422998077333,1
Alwar,402,1216,9989236625,715.9257762727153,1
Alwar,181,1222,8312315553,102.91842071068474,1
Alwar,53,1222,8109890071,546.1240504833983,1
Alwar,802,1222,9732982981,970.0819069434701,1
Alwar,999,1219,7641229705,1208.2884361204374,1
Alwar,847,1219,7549837265,831.0877053786944,1
